LGHC Indicator Name,Geography,Year,Age Group,Strata,Strata Name,Numerator,Rate,LGHC Indicator ID,LGHC Target Rate
Asthma ED Visit Rates,Riverside,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,63,22.5,7,28
Asthma ED Visit Rates,Sacramento,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,182,32.8,7,28
Asthma ED Visit Rates,San Bernardino,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,73,27.6,7,28
Asthma ED Visit Rates,San Diego,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,228,32.6,7,28
Asthma ED Visit Rates,San Francisco,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,133,35.8,7,28
Asthma ED Visit Rates,San Joaquin,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,125,48,7,28
Asthma ED Visit Rates,San Mateo,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,84,20.7,7,28
Asthma ED Visit Rates,Santa Barbara,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,13,42.7,7,28
Asthma ED Visit Rates,Santa Clara,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,291,20.3,7,28
Asthma ED Visit Rates,Solano,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,57,49.1,7,28
Asthma ED Visit Rates,Sonoma,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,11,,7,28
Asthma ED Visit Rates,Stanislaus,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,21,35.5,7,28
Asthma ED Visit Rates,Sutter,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,6,,7,28
Asthma ED Visit Rates,Tulare,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,10,,7,28
Asthma ED Visit Rates,Ventura,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,24,21,7,28
Asthma ED Visit Rates,Yolo,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,12,31.6,7,28
Asthma ED Visit Rates,Alameda,2013,Under 18,Race-Ethnicity,Hispanic,1060,93.3,7,28
Asthma ED Visit Rates,Butte,2013,Under 18,Race-Ethnicity,Hispanic,47,46.5,7,28
Asthma ED Visit Rates,California,2013,Under 18,Race-Ethnicity,Hispanic,37054,77.9,7,28
Asthma ED Visit Rates,Colusa,2013,Under 18,Race-Ethnicity,Hispanic,21,48.2,7,28
Asthma ED Visit Rates,Contra Costa,2013,Under 18,Race-Ethnicity,Hispanic,822,93.7,7,28
Asthma ED Visit Rates,Del Norte,2013,Under 18,Race-Ethnicity,Hispanic,12,87.5,7,28
Asthma ED Visit Rates,El Dorado,2013,Under 18,Race-Ethnicity,Hispanic,40,51.7,7,28
Asthma ED Visit Rates,Fresno,2013,Under 18,Race-Ethnicity,Hispanic,2527,141.9,7,28
Asthma ED Visit Rates,Glenn,2013,Under 18,Race-Ethnicity,Hispanic,15,36.8,7,28
Asthma ED Visit Rates,Humboldt,2013,Under 18,Race-Ethnicity,Hispanic,37,78.7,7,28
Asthma ED Visit Rates,Imperial,2013,Under 18,Race-Ethnicity,Hispanic,586,127.8,7,28
Asthma ED Visit Rates,Kern,2013,Under 18,Race-Ethnicity,Hispanic,1284,79.7,7,28
Asthma ED Visit Rates,Kings,2013,Under 18,Race-Ethnicity,Hispanic,330,126.1,7,28
Asthma ED Visit Rates,Lake,2013,Under 18,Race-Ethnicity,Hispanic,13,31.8,7,28
Asthma ED Visit Rates,Los Angeles,2013,Under 18,Race-Ethnicity,Hispanic,12498,85.7,7,28
Asthma ED Visit Rates,Madera,2013,Under 18,Race-Ethnicity,Hispanic,372,116.2,7,28
Asthma ED Visit Rates,Marin,2013,Under 18,Race-Ethnicity,Hispanic,61,47.5,7,28
Asthma ED Visit Rates,Mendocino,2013,Under 18,Race-Ethnicity,Hispanic,36,46.9,7,28
Asthma ED Visit Rates,Merced,2013,Under 18,Race-Ethnicity,Hispanic,632,119.5,7,28
Asthma ED Visit Rates,Mono,2013,Under 18,Race-Ethnicity,Hispanic,6,,7,28
Asthma ED Visit Rates,Monterey,2013,Under 18,Race-Ethnicity,Hispanic,807,90.8,7,28
Asthma ED Visit Rates,Napa,2013,Under 18,Race-Ethnicity,Hispanic,94,59.8,7,28
Asthma ED Visit Rates,Nevada,2013,Under 18,Race-Ethnicity,Hispanic,5,,7,28
Asthma ED Visit Rates,Orange,2013,Under 18,Race-Ethnicity,Hispanic,2075,59.9,7,28
Asthma ED Visit Rates,Placer,2013,Under 18,Race-Ethnicity,Hispanic,62,34.7,7,28
Asthma ED Visit Rates,Riverside,2013,Under 18,Race-Ethnicity,Hispanic,1927,54.2,7,28
Asthma ED Visit Rates,Sacramento,2013,Under 18,Race-Ethnicity,Hispanic,815,74.4,7,28
Asthma ED Visit Rates,San Benito,2013,Under 18,Race-Ethnicity,Hispanic,83,73.2,7,28
Asthma ED Visit Rates,San Bernardino,2013,Under 18,Race-Ethnicity,Hispanic,2507,72.2,7,28
Asthma ED Visit Rates,San Diego,2013,Under 18,Race-Ethnicity,Hispanic,2550,75.4,7,28
Asthma ED Visit Rates,San Francisco,2013,Under 18,Race-Ethnicity,Hispanic,194,68.1,7,28
Asthma ED Visit Rates,San Joaquin,2013,Under 18,Race-Ethnicity,Hispanic,696,69.9,7,28
Asthma ED Visit Rates,San Luis Obispo,2013,Under 18,Race-Ethnicity,Hispanic,93,49.9,7,28
Asthma ED Visit Rates,San Mateo,2013,Under 18,Race-Ethnicity,Hispanic,392,69.2,7,28
Asthma ED Visit Rates,Santa Barbara,2013,Under 18,Race-Ethnicity,Hispanic,446,69.5,7,28
Asthma ED Visit Rates,Santa Clara,2013,Under 18,Race-Ethnicity,Hispanic,946,57.2,7,28
Asthma ED Visit Rates,Santa Cruz,2013,Under 18,Race-Ethnicity,Hispanic,281,92.8,7,28
Asthma ED Visit Rates,Shasta,2013,Under 18,Race-Ethnicity,Hispanic,27,47,7,28
Asthma ED Visit Rates,Siskiyou,2013,Under 18,Race-Ethnicity,Hispanic,8,,7,28
Asthma ED Visit Rates,Solano,2013,Under 18,Race-Ethnicity,Hispanic,243,70.9,7,28
Asthma ED Visit Rates,Sonoma,2013,Under 18,Race-Ethnicity,Hispanic,278,63.3,7,28
Asthma ED Visit Rates,Stanislaus,2013,Under 18,Race-Ethnicity,Hispanic,569,70.5,7,28
Asthma ED Visit Rates,Sutter,2013,Under 18,Race-Ethnicity,Hispanic,27,26,7,28
Asthma ED Visit Rates,Tehama,2013,Under 18,Race-Ethnicity,Hispanic,23,41.4,7,28
Asthma ED Visit Rates,Tulare,2013,Under 18,Race-Ethnicity,Hispanic,690,64.1,7,28
Asthma ED Visit Rates,Tuolumne,2013,Under 18,Race-Ethnicity,Hispanic,10,,7,28
Asthma ED Visit Rates,Ventura,2013,Under 18,Race-Ethnicity,Hispanic,634,54.8,7,28
Asthma ED Visit Rates,Yolo,2013,Under 18,Race-Ethnicity,Hispanic,119,60.6,7,28
Asthma ED Visit Rates,Yuba,2013,Under 18,Race-Ethnicity,Hispanic,28,38.8,7,28
Asthma ED Visit Rates,Alameda,2013,Under 18,Race-Ethnicity,White,350,44.2,7,28
Asthma ED Visit Rates,Amador,2013,Under 18,Race-Ethnicity,White,47,119.4,7,28
Asthma ED Visit Rates,Butte,2013,Under 18,Race-Ethnicity,White,196,73.4,7,28
Asthma ED Visit Rates,Calaveras,2013,Under 18,Race-Ethnicity,White,51,87.9,7,28
Asthma ED Visit Rates,California,2013,Under 18,Race-Ethnicity,White,13912,56.6,7,28
Asthma ED Visit Rates,Colusa,2013,Under 18,Race-Ethnicity,White,16,111.8,7,28
Asthma ED Visit Rates,Contra Costa,2013,Under 18,Race-Ethnicity,White,419,49.2,7,28
Asthma ED Visit Rates,Del Norte,2013,Under 18,Race-Ethnicity,White,31,102.9,7,28
Asthma ED Visit Rates,El Dorado,2013,Under 18,Race-Ethnicity,White,90,37,7,28
Asthma ED Visit Rates,Fresno,2013,Under 18,Race-Ethnicity,White,754,135.8,7,28
Asthma ED Visit Rates,Glenn,2013,Under 18,Race-Ethnicity,White,16,54.2,7,28
Asthma ED Visit Rates,Humboldt,2013,Under 18,Race-Ethnicity,White,137,86.5,7,28
Asthma ED Visit Rates,Imperial,2013,Under 18,Race-Ethnicity,White,92,215.7,7,28
Asthma ED Visit Rates,Inyo,2013,Under 18,Race-Ethnicity,White,11,,7,28
Asthma ED Visit Rates,Kern,2013,Under 18,Race-Ethnicity,White,528,75.7,7,28
Asthma ED Visit Rates,Kings,2013,Under 18,Race-Ethnicity,White,143,132.2,7,28
Asthma ED Visit Rates,Lake,2013,Under 18,Race-Ethnicity,White,65,89.4,7,28
Asthma ED Visit Rates,Lassen,2013,Under 18,Race-Ethnicity,White,29,73.4,7,28
Asthma ED Visit Rates,Los Angeles,2013,Under 18,Race-Ethnicity,White,1968,50.8,7,28
Asthma ED Visit Rates,Madera,2013,Under 18,Race-Ethnicity,White,86,96.4,7,28
Asthma ED Visit Rates,Marin,2013,Under 18,Race-Ethnicity,White,84,28.2,7,28
Asthma ED Visit Rates,Mariposa,2013,Under 18,Race-Ethnicity,White,14,67,7,28
Asthma ED Visit Rates,Mendocino,2013,Under 18,Race-Ethnicity,White,50,55.4,7,28
Asthma ED Visit Rates,Merced,2013,Under 18,Race-Ethnicity,White,233,129.7,7,28
Asthma ED Visit Rates,Modoc,2013,Under 18,Race-Ethnicity,White,10,,7,28
Asthma ED Visit Rates,Monterey,2013,Under 18,Race-Ethnicity,White,94,53.7,7,28
Asthma ED Visit Rates,Napa,2013,Under 18,Race-Ethnicity,White,44,40.1,7,28
Asthma ED Visit Rates,Nevada,2013,Under 18,Race-Ethnicity,White,53,44.7,7,28
Asthma ED Visit Rates,Orange,2013,Under 18,Race-Ethnicity,White,1112,52.6,7,28
Asthma ED Visit Rates,Placer,2013,Under 18,Race-Ethnicity,White,221,43.2,7,28
Asthma ED Visit Rates,Plumas,2013,Under 18,Race-Ethnicity,White,25,107,7,28
Asthma ED Visit Rates,Riverside,2013,Under 18,Race-Ethnicity,White,931,59.2,7,28
Asthma ED Visit Rates,Sacramento,2013,Under 18,Race-Ethnicity,White,715,56.4,7,28
Asthma ED Visit Rates,San Benito,2013,Under 18,Race-Ethnicity,White,32,110.4,7,28
Asthma ED Visit Rates,San Bernardino,2013,Under 18,Race-Ethnicity,White,1018,78.7,7,28
Asthma ED Visit Rates,San Diego,2013,Under 18,Race-Ethnicity,White,993,39.5,7,28
Asthma ED Visit Rates,San Francisco,2013,Under 18,Race-Ethnicity,White,202,45.9,7,28
Asthma ED Visit Rates,San Joaquin,2013,Under 18,Race-Ethnicity,White,340,75.8,7,28
Asthma ED Visit Rates,San Luis Obispo,2013,Under 18,Race-Ethnicity,White,113,42.4,7,28
Asthma ED Visit Rates,San Mateo,2013,Under 18,Race-Ethnicity,White,151,28.6,7,28
Asthma ED Visit Rates,Santa Barbara,2013,Under 18,Race-Ethnicity,White,169,64.2,7,28
Asthma ED Visit Rates,Santa Clara,2013,Under 18,Race-Ethnicity,White,314,31.1,7,28
Asthma ED Visit Rates,Santa Cruz,2013,Under 18,Race-Ethnicity,White,96,44.9,7,28
Asthma ED Visit Rates,Shasta,2013,Under 18,Race-Ethnicity,White,212,78.5,7,28
Asthma ED Visit Rates,Siskiyou,2013,Under 18,Race-Ethnicity,White,29,52.3,7,28
Asthma ED Visit Rates,Solano,2013,Under 18,Race-Ethnicity,White,221,78.8,7,28
Asthma ED Visit Rates,Sonoma,2013,Under 18,Race-Ethnicity,White,224,46.7,7,28
Asthma ED Visit Rates,Stanislaus,2013,Under 18,Race-Ethnicity,White,374,78.3,7,28
Asthma ED Visit Rates,Sutter,2013,Under 18,Race-Ethnicity,White,36,38.5,7,28
Asthma ED Visit Rates,Tehama,2013,Under 18,Race-Ethnicity,White,51,59.4,7,28
Asthma ED Visit Rates,Trinity,2013,Under 18,Race-Ethnicity,White,5,,7,28
Asthma ED Visit Rates,Tulare,2013,Under 18,Race-Ethnicity,White,187,61.9,7,28
Asthma ED Visit Rates,Tuolumne,2013,Under 18,Race-Ethnicity,White,42,65.6,7,28
Asthma ED Visit Rates,Ventura,2013,Under 18,Race-Ethnicity,White,345,53.3,7,28
Asthma ED Visit Rates,Yolo,2013,Under 18,Race-Ethnicity,White,79,49.8,7,28
Asthma ED Visit Rates,Yuba,2013,Under 18,Race-Ethnicity,White,59,62.3,7,28
Asthma ED Visit Rates,Alameda,2013,Under 18,Sex,Female,1244,73.3,7,28
Asthma ED Visit Rates,Amador,2013,Under 18,Sex,Female,21,73,7,28
Asthma ED Visit Rates,Butte,2013,Under 18,Sex,Female,115,52.3,7,28
Asthma ED Visit Rates,Calaveras,2013,Under 18,Sex,Female,21,58.9,7,28
Asthma ED Visit Rates,California,2013,Under 18,Sex,Female,25613,57.6,7,28
Asthma ED Visit Rates,Colusa,2013,Under 18,Sex,Female,11,,7,28
Asthma ED Visit Rates,Contra Costa,2013,Under 18,Sex,Female,850,70.1,7,28
Asthma ED Visit Rates,Del Norte,2013,Under 18,Sex,Female,27,98,7,28
Asthma ED Visit Rates,El Dorado,2013,Under 18,Sex,Female,53,29.7,7,28
Asthma ED Visit Rates,Fresno,2013,Under 18,Sex,Female,1403,101.8,7,28
Asthma ED Visit Rates,Glenn,2013,Under 18,Sex,Female,11,,7,28
Asthma ED Visit Rates,Humboldt,2013,Under 18,Sex,Female,84,67.1,7,28
Asthma ED Visit Rates,Imperial,2013,Under 18,Sex,Female,254,100.8,7,28
Asthma ED Visit Rates,Inyo,2013,Under 18,Sex,Female,10,,7,28
Asthma ED Visit Rates,Kern,2013,Under 18,Sex,Female,914,72.7,7,28
Asthma ED Visit Rates,Kings,2013,Under 18,Sex,Female,183,91,7,28
Asthma ED Visit Rates,Lake,2013,Under 18,Sex,Female,39,63.4,7,28
Asthma ED Visit Rates,Lassen,2013,Under 18,Sex,Female,13,46.5,7,28
Asthma ED Visit Rates,Los Angeles,2013,Under 18,Sex,Female,7117,63.1,7,28
Asthma ED Visit Rates,Madera,2013,Under 18,Sex,Female,169,80.6,7,28
Asthma ED Visit Rates,Marin,2013,Under 18,Sex,Female,69,28.1,7,28
Asthma ED Visit Rates,Mariposa,2013,Under 18,Sex,Female,9,,7,28
Asthma ED Visit Rates,Mendocino,2013,Under 18,Sex,Female,39,43,7,28
Asthma ED Visit Rates,Merced,2013,Under 18,Sex,Female,352,91.9,7,28
Asthma ED Visit Rates,Mono,2013,Under 18,Sex,Female,5,,7,28
Asthma ED Visit Rates,Monterey,2013,Under 18,Sex,Female,361,65.5,7,28
Asthma ED Visit Rates,Napa,2013,Under 18,Sex,Female,61,41.1,7,28
Asthma ED Visit Rates,Nevada,2013,Under 18,Sex,Female,15,19.3,7,28
Asthma ED Visit Rates,Orange,2013,Under 18,Sex,Female,1423,41,7,28
Asthma ED Visit Rates,Placer,2013,Under 18,Sex,Female,115,28.6,7,28
Asthma ED Visit Rates,Plumas,2013,Under 18,Sex,Female,12,75.2,7,28
Asthma ED Visit Rates,Riverside,2013,Under 18,Sex,Female,1401,47.5,7,28
Asthma ED Visit Rates,Sacramento,2013,Under 18,Sex,Female,1146,65.6,7,28
Asthma ED Visit Rates,San Benito,2013,Under 18,Sex,Female,42,55.8,7,28
Asthma ED Visit Rates,San Bernardino,2013,Under 18,Sex,Female,1810,65.1,7,28
Asthma ED Visit Rates,San Diego,2013,Under 18,Sex,Female,1750,49,7,28
Asthma ED Visit Rates,San Francisco,2013,Under 18,Sex,Female,293,46.7,7,28
Asthma ED Visit Rates,San Joaquin,2013,Under 18,Sex,Female,627,66,7,28
Asthma ED Visit Rates,San Luis Obispo,2013,Under 18,Sex,Female,96,39.9,7,28
Asthma ED Visit Rates,San Mateo,2013,Under 18,Sex,Female,297,37,7,28
Asthma ED Visit Rates,Santa Barbara,2013,Under 18,Sex,Female,267,55.7,7,28
Asthma ED Visit Rates,Santa Clara,2013,Under 18,Sex,Female,643,29.9,7,28
Asthma ED Visit Rates,Santa Cruz,2013,Under 18,Sex,Female,165,60.8,7,28
Asthma ED Visit Rates,Shasta,2013,Under 18,Sex,Female,101,54.8,7,28
Asthma ED Visit Rates,Siskiyou,2013,Under 18,Sex,Female,19,46,7,28
Asthma ED Visit Rates,Solano,2013,Under 18,Sex,Female,347,74.1,7,28
Asthma ED Visit Rates,Sonoma,2013,Under 18,Sex,Female,223,44.4,7,28
Asthma ED Visit Rates,Stanislaus,2013,Under 18,Sex,Female,401,57.4,7,28
Asthma ED Visit Rates,Sutter,2013,Under 18,Sex,Female,25,20.1,7,28
Asthma ED Visit Rates,Tehama,2013,Under 18,Sex,Female,35,47.7,7,28
Asthma ED Visit Rates,Tulare,2013,Under 18,Sex,Female,360,50.9,7,28
Asthma ED Visit Rates,Tuolumne,2013,Under 18,Sex,Female,41,93.9,7,28
Asthma ED Visit Rates,Ventura,2013,Under 18,Sex,Female,396,39.9,7,28
Asthma ED Visit Rates,Yolo,2013,Under 18,Sex,Female,88,40.7,7,28
Asthma ED Visit Rates,Yuba,2013,Under 18,Sex,Female,32,32.3,7,28
Asthma ED Visit Rates,Alameda,2013,Under 18,Sex,Male,2025,110.6,7,28
Asthma ED Visit Rates,Amador,2013,Under 18,Sex,Male,31,112.9,7,28
Asthma ED Visit Rates,Butte,2013,Under 18,Sex,Male,160,70.1,7,28
Asthma ED Visit Rates,Calaveras,2013,Under 18,Sex,Male,39,98,7,28
Asthma ED Visit Rates,California,2013,Under 18,Sex,Male,45228,95.8,7,28
Asthma ED Visit Rates,Colusa,2013,Under 18,Sex,Male,27,84.3,7,28
Asthma ED Visit Rates,Contra Costa,2013,Under 18,Sex,Male,1401,111.4,7,28
Asthma ED Visit Rates,Del Norte,2013,Under 18,Sex,Male,21,73.5,7,28
Asthma ED Visit Rates,El Dorado,2013,Under 18,Sex,Male,82,45.1,7,28
Asthma ED Visit Rates,Fresno,2013,Under 18,Sex,Male,2411,165,7,28
Asthma ED Visit Rates,Glenn,2013,Under 18,Sex,Male,22,56.4,7,28
Asthma ED Visit Rates,Humboldt,2013,Under 18,Sex,Male,121,90.6,7,28
Asthma ED Visit Rates,Imperial,2013,Under 18,Sex,Male,455,170.2,7,28
Asthma ED Visit Rates,Inyo,2013,Under 18,Sex,Male,20,107,7,28
Asthma ED Visit Rates,Kern,2013,Under 18,Sex,Male,1480,110.7,7,28
Asthma ED Visit Rates,Kings,2013,Under 18,Sex,Male,375,170.4,7,28
Asthma ED Visit Rates,Lake,2013,Under 18,Sex,Male,57,85.8,7,28
Asthma ED Visit Rates,Lassen,2013,Under 18,Sex,Male,24,86.6,7,28
Asthma ED Visit Rates,Los Angeles,2013,Under 18,Sex,Male,13269,111.3,7,28
Asthma ED Visit Rates,Madera,2013,Under 18,Sex,Male,323,144.2,7,28
Asthma ED Visit Rates,Marin,2013,Under 18,Sex,Male,114,44.3,7,28
Asthma ED Visit Rates,Mariposa,2013,Under 18,Sex,Male,9,,7,28
Asthma ED Visit Rates,Mendocino,2013,Under 18,Sex,Male,65,66.3,7,28
Asthma ED Visit Rates,Merced,2013,Under 18,Sex,Male,613,150.4,7,28
Asthma ED Visit Rates,Modoc,2013,Under 18,Sex,Male,6,,7,28
Asthma ED Visit Rates,Monterey,2013,Under 18,Sex,Male,628,104.3,7,28
Asthma ED Visit Rates,Napa,2013,Under 18,Sex,Male,100,64.2,7,28
Asthma ED Visit Rates,Nevada,2013,Under 18,Sex,Male,46,54.8,7,28
Asthma ED Visit Rates,Orange,2013,Under 18,Sex,Male,2478,67.4,7,28
Asthma ED Visit Rates,Placer,2013,Under 18,Sex,Male,217,52.4,7,28
Asthma ED Visit Rates,Plumas,2013,Under 18,Sex,Male,17,103.7,7,28
Asthma ED Visit Rates,Riverside,2013,Under 18,Sex,Male,2422,78.9,7,28
Asthma ED Visit Rates,Sacramento,2013,Under 18,Sex,Male,1889,101.3,7,28
Asthma ED Visit Rates,San Benito,2013,Under 18,Sex,Male,75,97.6,7,28
Asthma ED Visit Rates,San Bernardino,2013,Under 18,Sex,Male,3468,117.9,7,28
Asthma ED Visit Rates,San Diego,2013,Under 18,Sex,Male,3066,80,7,28
Asthma ED Visit Rates,San Francisco,2013,Under 18,Sex,Male,517,77.1,7,28
Asthma ED Visit Rates,San Joaquin,2013,Under 18,Sex,Male,1064,105.5,7,28
Asthma ED Visit Rates,San Luis Obispo,2013,Under 18,Sex,Male,133,52.7,7,28
Asthma ED Visit Rates,San Mateo,2013,Under 18,Sex,Male,473,54.7,7,28
Asthma ED Visit Rates,Santa Barbara,2013,Under 18,Sex,Male,397,78.9,7,28
Asthma ED Visit Rates,Santa Clara,2013,Under 18,Sex,Male,1163,50.3,7,28
Asthma ED Visit Rates,Santa Cruz,2013,Under 18,Sex,Male,221,76.3,7,28
Asthma ED Visit Rates,Shasta,2013,Under 18,Sex,Male,180,90.8,7,28
Asthma ED Visit Rates,Siskiyou,2013,Under 18,Sex,Male,25,55.4,7,28
Asthma ED Visit Rates,Solano,2013,Under 18,Sex,Male,619,124.9,7,28
Asthma ED Visit Rates,Sonoma,2013,Under 18,Sex,Male,337,63.2,7,28
Asthma ED Visit Rates,Stanislaus,2013,Under 18,Sex,Male,753,102,7,28
Asthma ED Visit Rates,Sutter,2013,Under 18,Sex,Male,52,40,7,28
Asthma ED Visit Rates,Tehama,2013,Under 18,Sex,Male,51,65.6,7,28
Asthma ED Visit Rates,Tulare,2013,Under 18,Sex,Male,737,97.6,7,28
Asthma ED Visit Rates,Tuolumne,2013,Under 18,Sex,Male,31,68.5,7,28
Asthma ED Visit Rates,Ventura,2013,Under 18,Sex,Male,686,66,7,28
Asthma ED Visit Rates,Yolo,2013,Under 18,Sex,Male,161,73.6,7,28
Asthma ED Visit Rates,Yuba,2013,Under 18,Sex,Male,65,59.6,7,28
Asthma ED Visit Rates,Alameda,2012,Under 18,Total Population,Under 18,2952,84.6,7,28
Asthma ED Visit Rates,Amador,2012,Under 18,Total Population,Under 18,50,88,7,28
Asthma ED Visit Rates,Butte,2012,Under 18,Total Population,Under 18,252,54.8,7,28
Asthma ED Visit Rates,Calaveras,2012,Under 18,Total Population,Under 18,36,46.5,7,28
Asthma ED Visit Rates,California,2012,Under 18,Total Population,Under 18,72682,79.4,7,28
Asthma ED Visit Rates,Colusa,2012,Under 18,Total Population,Under 18,29,47.5,7,28
Asthma ED Visit Rates,Contra Costa,2012,Under 18,Total Population,Under 18,2623,104.1,7,28
Asthma ED Visit Rates,Del Norte,2012,Under 18,Total Population,Under 18,48,81.4,7,28
Asthma ED Visit Rates,El Dorado,2012,Under 18,Total Population,Under 18,168,44.2,7,28
Asthma ED Visit Rates,Fresno,2012,Under 18,Total Population,Under 18,3758,134.1,7,28
Asthma ED Visit Rates,Glenn,2012,Under 18,Total Population,Under 18,32,41.5,7,28
Asthma ED Visit Rates,Humboldt,2012,Under 18,Total Population,Under 18,221,82.8,7,28
Asthma ED Visit Rates,Imperial,2012,Under 18,Total Population,Under 18,762,152.5,7,28
Asthma ED Visit Rates,Inyo,2012,Under 18,Total Population,Under 18,32,86.7,7,28
Asthma ED Visit Rates,Kern,2012,Under 18,Total Population,Under 18,2462,96.5,7,28
Asthma ED Visit Rates,Kings,2012,Under 18,Total Population,Under 18,587,140.1,7,28
Asthma ED Visit Rates,Lake,2012,Under 18,Total Population,Under 18,109,83.8,7,28
Asthma ED Visit Rates,Lassen,2012,Under 18,Total Population,Under 18,30,53.6,7,28
Asthma ED Visit Rates,Los Angeles,2012,Under 18,Total Population,Under 18,20781,89.5,7,28
Asthma ED Visit Rates,Madera,2012,Under 18,Total Population,Under 18,662,155.5,7,28
Asthma ED Visit Rates,Marin,2012,Under 18,Total Population,Under 18,196,37.8,7,28
Asthma ED Visit Rates,Mariposa,2012,Under 18,Total Population,Under 18,21,73.2,7,28
Asthma ED Visit Rates,Mendocino,2012,Under 18,Total Population,Under 18,141,73.8,7,28
Asthma ED Visit Rates,Merced,2012,Under 18,Total Population,Under 18,979,122.7,7,28
Asthma ED Visit Rates,Modoc,2012,Under 18,Total Population,Under 18,13,68.6,7,28
Asthma ED Visit Rates,Mono,2012,Under 18,Total Population,Under 18,8,,7,28
Asthma ED Visit Rates,Monterey,2012,Under 18,Total Population,Under 18,894,78.3,7,28
Asthma ED Visit Rates,Napa,2012,Under 18,Total Population,Under 18,158,51.6,7,28
Asthma ED Visit Rates,Nevada,2012,Under 18,Total Population,Under 18,96,55.5,7,28
Asthma ED Visit Rates,Orange,2012,Under 18,Total Population,Under 18,4098,57.4,7,28
Asthma ED Visit Rates,Placer,2012,Under 18,Total Population,Under 18,306,37,7,28
Asthma ED Visit Rates,Plumas,2012,Under 18,Total Population,Under 18,27,82.5,7,28
Asthma ED Visit Rates,Riverside,2012,Under 18,Total Population,Under 18,4028,66.9,7,28
Asthma ED Visit Rates,Sacramento,2012,Under 18,Total Population,Under 18,2875,79.6,7,28
Asthma ED Visit Rates,San Benito,2012,Under 18,Total Population,Under 18,109,70,7,28
Asthma ED Visit Rates,San Bernardino,2012,Under 18,Total Population,Under 18,5563,97,7,28
Asthma ED Visit Rates,San Diego,2012,Under 18,Total Population,Under 18,5160,70.8,7,28
Asthma ED Visit Rates,San Francisco,2012,Under 18,Total Population,Under 18,830,68.6,7,28
Asthma ED Visit Rates,San Joaquin,2012,Under 18,Total Population,Under 18,1550,78.6,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,Under 18,Total Population,Under 18,276,55.3,7,28
Asthma ED Visit Rates,San Mateo,2012,Under 18,Total Population,Under 18,824,49.8,7,28
Asthma ED Visit Rates,Santa Barbara,2012,Under 18,Total Population,Under 18,694,70.9,7,28
Asthma ED Visit Rates,Santa Clara,2012,Under 18,Total Population,Under 18,1898,42.9,7,28
Asthma ED Visit Rates,Santa Cruz,2012,Under 18,Total Population,Under 18,424,76,7,28
Asthma ED Visit Rates,Shasta,2012,Under 18,Total Population,Under 18,267,68.8,7,28
Asthma ED Visit Rates,Siskiyou,2012,Under 18,Total Population,Under 18,42,47,7,28
Asthma ED Visit Rates,Solano,2012,Under 18,Total Population,Under 18,1063,109.3,7,28
Asthma ED Visit Rates,Sonoma,2012,Under 18,Total Population,Under 18,600,57.6,7,28
Asthma ED Visit Rates,Stanislaus,2012,Under 18,Total Population,Under 18,1086,75.4,7,28
Asthma ED Visit Rates,Sutter,2012,Under 18,Total Population,Under 18,81,31.7,7,28
Asthma ED Visit Rates,Tehama,2012,Under 18,Total Population,Under 18,105,68,7,28
Asthma ED Visit Rates,Trinity,2012,Under 18,Total Population,Under 18,8,,7,28
Asthma ED Visit Rates,Tulare,2012,Under 18,Total Population,Under 18,1064,73.4,7,28
Asthma ED Visit Rates,Tuolumne,2012,Under 18,Total Population,Under 18,75,82,7,28
Asthma ED Visit Rates,Ventura,2012,Under 18,Total Population,Under 18,1210,59.4,7,28
Asthma ED Visit Rates,Yolo,2012,Under 18,Total Population,Under 18,251,56.5,7,28
Asthma ED Visit Rates,Yuba,2012,Under 18,Total Population,Under 18,64,30.6,7,28
Asthma ED Visit Rates,Alameda,2012,Under 18,Race-Ethnicity,African-American,950,237.7,7,28
Asthma ED Visit Rates,Butte,2012,Under 18,Race-Ethnicity,African-American,22,330.2,7,28
Asthma ED Visit Rates,California,2012,Under 18,Race-Ethnicity,African-American,13222,267.7,7,28
Asthma ED Visit Rates,Contra Costa,2012,Under 18,Race-Ethnicity,African-American,729,320.9,7,28
Asthma ED Visit Rates,El Dorado,2012,Under 18,Race-Ethnicity,African-American,13,530.6,7,28
Asthma ED Visit Rates,Fresno,2012,Under 18,Race-Ethnicity,African-American,390,288.9,7,28
Asthma ED Visit Rates,Humboldt,2012,Under 18,Race-Ethnicity,African-American,11,,7,28
